,DEPARTMENT,SECTION,LOCATION,DETAIL LOCATION,TANGGAL TERIMA BARANG,JENIS  MOBIL,BULAN ASET,TAHUN ASET,SPESIFIKASI,PIC LANGSUNG,HARGA BELI,MERK,TYPE,NOPOL,NOPOL LAMA,NO RANGKA,NO MESIN,TAHUN REGISTRASI,TAHUN PEMBUATAN,KETOGORI USIA,USIA,KEBERADAAN BPKB,NO BPKB,NAMA DI BPKB,ALAMAT BPKB,KEBERADAAN FAKTUR & SERTIFIKAT,NO FAKTUR,WARNA KABIN,WARNA BOX,WARNA PLAT,TIPE KAROSERI / BOX,PANJANG KAROSERI LUAR,LEBAR KAROSERI LUAR,TINGGI KAROSERI LUAR,KEBERADAAN PAJAK,NO PAJAK,NAMA PAJAK,ALAMAT PAJAK,STATUS STNK,NO STNK,NAMA STNK,ALAMAT STNK,VENDOR GPS,GPS,IMEI/SN,NO HP GPS,JENIS JARINGAN,PAJAK,STNK,BIAYA PAJAK,JATUH TEMPO PAJAK,JATUH TEMPO STNK,MONTH,NO KEUR,EXP KIR,JATUH TEMPO KIR,MONTH,STATUS KEUR,SO 1 JULI 25,KEY
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,SURABAYA,SURABAYA,11/11/2022,TRAILER ENGKEL,11,2022,,,,HINO,SG8JE1B-EGJ SG260TH,B 9844 SEH,,MJESG8JE1HJE11611,J08EUFJ88867,,2017,6-10 Tahun,9,ADA,N-06819053,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FN276313,HIJAU,,KUNING,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,861292053287877,085170415398C,,20/01/2027,20/01/2028,Rp1.536.400,-326,-691,1,JKT1804716,08/07/2026,-130,7,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SURABAYA,AAM-SURABAYA,,MOTOR,3,2023,,,,HONDA,REVO,B 5715 TMV,,MH1JBK119PK907310,JBK1E1904810,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,24/01/2028,Rp267.000,-338,-695,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PONTIANAK,AAM-PONTIANAK,,MOTOR,3,2023,,,,HONDA,REVO,B 5342 TMY,,MH1JBK112PK908119,JBK1E1905591,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,30/01/2026,30/01/2028,Rp267.000,29,-701,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-BALIKPAPAN,AAM-BALIKPAPAN,,MOTOR,3,2023,,,,HONDA,REVO,B 5750 TMY,,MH1JBK110PK908121,JBK1E1905617,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-KUPANG,AAM-KUPANG,,MOTOR,3,2023,,,,HONDA,REVO,B 5346 TMY,,MH1JBK110PK908300,JBK1E1906002,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2027,31/01/2028,Rp267.000,-337,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MATARAM,AAM-MATARAM,,MOTOR,3,2023,,,,HONDA,REVO,B 5749 TMY,,MH1JBK11XPK908790,JBK1E1906277,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-NDC CIKARANG,AAM-NDC CIKARANG,,CDD STANDART,12,2017,,,,MITSUBISHI,FE74 S (4X2) M/T,B 9027 PCN,,MHMFE74P4HK087983,4D34T-RX5908,,2017,6-10 Tahun,9,ADA,N-06824860,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,002582/0118/01,MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036259253,08115989456C,,31/01/2027,31/01/2028,Rp4.720.000,-337,-702,1,JKT1803859,01/03/2026,-1,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PADANG,AAM-PADANG,,MOTOR,3,2023,,,,HONDA,REVO,B 5343 TMY,,MH1JKB116PK908771,JBK1E1906160,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,ADA,2285327,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,13139130,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,30/01/2027,31/01/2028,Rp267.000,-336,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PADANG,AAM-PADANG,,MOTOR,3,2023,,,,HONDA,REVO,B 5345 TMY,,MH1JBK117PK908763,JBK1E1906147,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,ADA,2285328,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,13139131,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2027,31/01/2028,Rp267.000,-337,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PALEMBANG,AAM-PALEMBANG,,MOTOR,3,2023,,,,HONDA,REVO,B 5341 TMY,,MH1JBK119PK908778,JBK1E1906138,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,ADA,2285329,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,13139138,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PEKANBARU,AAM-PEKANBARU,,MOTOR,3,2023,,,,HONDA,REVO,B 5340 TMY,,MH1JBK118PK908772,JBK1E1906154,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PEKANBARU,AAM-PEKANBARU,,MOTOR,3,2023,,,,HONDA,REVO,B 5336 TMY,,MH1JBK114PK908283,JBK1E1906010,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PEKANBARU,AAM-PEKANBARU,,MOTOR,3,2023,,,,HONDA,REVO,B 5344 TMY,,MH1JBK115PK908776,JBK1E1906141,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PONTIANAK,AAM-PONTIANAK,,MOTOR,3,2023,,,,HONDA,REVO,B 5348 TMY,,MH1JBK115PK908289,JBK1E1906005,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,ADA,2285324,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,13139137,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp267.000,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SAMARINDA,AAM-SAMARINDA,,MOTOR,3,2023,,,,HONDA,REVO,B 5333 TMY,,MH1JBK110PK908765,JBK1E1906155,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2027,31/01/2028,Rp267.000,-337,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,AAM-BALIKPAPAN,BANJARMASIN,,MOTOR,3,2023,,,,HONDA,REVO,B 5347 TMY,,MH1JBK119PK908277,JBK1E1905878,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,31/01/2026,31/01/2028,Rp279.700,28,-702,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-BATAM,AAM-BATAM,,MOTOR,3,2023,,,,HONDA,REVO,B 5855 TMY,,MH1JBK113PK907285,JBK1E1905038,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2026,01/02/2028,Rp267.000,27,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-CIREBON,AAM-CIREBON,,MOTOR,3,2023,,,,HONDA,REVO,B 5809 TMY,,MH1JBK114PK909479,JBK1E1906895,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-CIREBON,AAM-CIREBON,,MOTOR,3,2023,,,,HONDA,REVO,B 5916 TMY,,MH1JBK115PK909443,JBK1E1906989,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK 2,AAM-JK 2,,MOTOR,3,2023,,,,HONDA,REVO,B 5850 TMY,,MH1JBK110PK908202,JBK1E1906071,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK3,AAM-JK3,,MOTOR,3,2023,,,,HONDA,REVO,B 5999 TMY,,MH1JBK116PK907264,JBK1E1905016,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK3,AAM-JK3,,MOTOR,3,2023,,,,HONDA,REVO,B 5808 TMY,,MH1JBK117PK909492,JBK1E1906886,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK3,AAM-JK3,,MOTOR,3,2023,,,,HONDA,REVO,B 5957 TMY,,MH1JBK11XPK909325,JBK1E1906857,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK3,AAM-JK3,,MOTOR,3,2023,,,,HONDA,REVO,B 5857 TMY,,MH1JBK117PK907435,JBK1E1905051,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-LAMPUNG,AAM-LAMPUNG,,MOTOR,3,2023,,,,HONDA,REVO,B 5896 TMY,,MH1JBK118PK908478,JBK1E1904927,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-LAMPUNG,AAM-LAMPUNG,,MOTOR,3,2023,,,,HONDA,REVO,B 5911 TMY,,MH1JBK113PK907433,JBK1E1905065,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PALEMBANG,AAM-MEDAN,,MOTOR,3,2023,,,,HONDA,REVO,B 5840 TMY,,MH1JBK116PK908205,JBK1E1905903,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2026,01/02/2028,Rp267.000,27,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SEMARANG,AAM-MEDAN,,MOTOR,3,2023,,,,HONDA,REVO,B 5997 TMY,,MH1JBK111PK907303,JBK1E1904819,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2026,01/02/2028,Rp267.000,27,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SEMARANG,AAM-MEDAN,,MOTOR,3,2023,,,,HONDA,REVO,B 5839 TMY,,MH1JBK11XPK908448,JBK1E1905995,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2026,01/02/2028,Rp267.000,27,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SURABAYA,AAM-MEDAN,,MOTOR,3,2023,,,,HONDA,REVO,B 5838 TMY,,MH1JBK113PK909330,JBK1E1906820,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2026,01/02/2028,Rp267.000,27,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-PALEMBANG,AAM-PALEMBANG,,MOTOR,3,2023,,,,HONDA,REVO,B 5913 TMY,,MH1JBK115PK908342,JBK1E1906051,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SEMARANG,AAM-PURWOKERTO,,MOTOR,3,2023,,,,HONDA,REVO,B 5852 TMY,,MH1JBK115PK907286,JBK1E1905032,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-YOGYAKARTA,AAM-PURWOKERTO,,MOTOR,3,2023,,,,HONDA,REVO,B 5998 TMY,,MH1JBK111PK907267,JBK1E1904960,,2023,2-3 Tahun,3,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,HITAM,,PUTIH,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,01/02/2027,01/02/2028,Rp267.000,-338,-703,2,,,,,,,FLEET
